nombre_mes,nombre_dia,release_year,title,vote_count,vote_average,popularity
febrero,Martes,2010,Scooby-Doo! Abracadabra-Doo,25.0,6.6,6.945449
mayo,Jueves,2014,Mommy,734.0,8.2,14.876086
diciembre,Martes,2014,A Most Violent Year,550.0,6.5,17.187708
diciembre,Viernes,2014,Wild,961.0,7.0,11.209154
octubre,Jueves,2001,Zebra Lounge,13.0,4.1,1.745899
enero,Domingo,2006,Rapid Fire,4.0,5.5,0.995223
octubre,Viernes,1988,Jack the Ripper,15.0,6.6,2.102138
julio,Martes,2007,Brutal,4.0,2.4,1.077177
abril,Martes,2006,The Curse of King Tut's Tomb,12.0,3.7,2.097579
noviembre,Domingo,1996,Titanic,45.0,6.3,3.435807
marzo,Lunes,2014,Butterfly Girl,0.0,0.0,0.014141
mayo,Jueves,2013,Mr. Jones,36.0,4.6,3.145229
diciembre,Viernes,2014,Top Five,212.0,6.3,7.355355
diciembre,Viernes,2014,Bill Burr: I'm Sorry You Feel That Way,24.0,7.6,1.123035
enero,Domingo,2006,The Uncommon Making of Petulia,0.0,0.0,0.003786
enero,Miércoles,1947,Fiddle-de-dee,2.0,4.5,0.100568
enero,Sábado,1955,Blinkity Blank,7.0,6.1,0.245883
enero,Jueves,1959,Mail Early for Xmas,2.0,4.5,0.076902
enero,Miércoles,1964,Canon,2.0,5.5,0.249773
enero,Lunes,1940,Boogie-Doodle,5.0,6.8,0.321059
diciembre,Martes,1957,A Chairy Tale,6.0,6.5,0.699012
mayo,Martes,2012,The Aggression Scale,28.0,6.1,1.302074
junio,Viernes,1959,Blackbird,2.0,5.5,0.156418
enero,Martes,1952,A Phantasy,5.0,6.6,0.281658
enero,Martes,1952,Neighbours,19.0,7.8,0.937717
enero,Domingo,1961,New York Lightboard Record,0.0,0.0,0.001679
enero,Lunes,1962,Lines: Horizontal,2.0,5.5,0.072187
julio,Jueves,1965,Mosaic,3.0,4.7,0.1148
enero,Sábado,1949,Begone Dull Care,9.0,7.3,1.217187
enero,Viernes,1971,Synchromy,4.0,6.8,0.164095
octubre,Sábado,2013,And Then There Was You,0.0,0.0,2.686014
julio,Domingo,1972,Straight on Till Morning,3.0,6.5,0.467991
mayo,Viernes,2014,Amour fou,10.0,6.2,0.912793
enero,Viernes,2014,Redirected,162.0,5.7,6.174324
septiembre,Jueves,2014,Don't Blink,53.0,4.7,3.065359
enero,Miércoles,1964,Raiders from Beneath the Sea,0.0,0.0,0.001283
noviembre,Viernes,1996,The Wild Bunch: An Album in Montage,0.0,0.0,0.001651
diciembre,Miércoles,2014,Big Eyes,1236.0,6.8,7.412826
julio,Martes,1968,I due Pompieri,1.0,3.0,0.08437
diciembre,Jueves,2014,Into the Woods,1688.0,5.6,9.580785
agosto,Sábado,1970,Bolidi sull'asfalto a tutta birra!,0.0,0.0,0.013602
marzo,Jueves,1976,The Cop in Blue Jeans,7.0,6.8,0.665794
octubre,Viernes,1976,Squadra antifurto,3.0,7.2,0.222772
febrero,Miércoles,1977,Il figlio dello sceicco,2.0,4.5,0.09878
abril,Jueves,1977,Squadra antitruffa,5.0,7.1,0.144542
octubre,Martes,1978,Little Italy,3.0,7.2,0.27124
octubre,Miércoles,1979,Squadra antigangsters,4.0,5.1,0.462348
diciembre,Viernes,1979,Agenzia Riccardo Finzi... praticamente detective,2.0,5.5,0.00022
octubre,Viernes,1979,Assassination on the Tiber,5.0,6.5,1.022522
diciembre,Lunes,1980,Uno contro l'altro praticamente amici,5.0,7.2,0.514834
enero,Martes,1980,Delitto a Porta Romana,6.0,6.6,0.027777
noviembre,Jueves,1981,Delitto al ristorante cinese,7.0,5.8,0.098906
enero,Viernes,1982,The Haunted House,28.0,5.3,1.060676
julio,Sábado,1982,Delitto sull'autostrada,7.0,6.9,0.014895
febrero,Viernes,1983,Thieves and Robbers,17.0,6.1,1.998473
noviembre,Domingo,1984,Delitto al Blue Gay,5.0,4.7,0.111062
enero,Miércoles,1986,Aladdin,46.0,5.4,2.729721
enero,Viernes,1988,"Rimini, Rimini: A Year Later",3.0,3.7,0.409892
noviembre,Viernes,1999,Scooby-Doo! and the Witch's Ghost,46.0,7.2,6.121407
octubre,Viernes,2014,"Men, Women & Children",323.0,6.4,6.785735
septiembre,Viernes,2008,Loins of Punjab Presents,2.0,4.0,0.079372
enero,Domingo,1978,Animated Motion: Part 5,0.0,0.0,1e-06
agosto,Jueves,1983,Narcissus,2.0,5.0,0.085889
febrero,Sábado,2014,Killers,39.0,6.8,2.129976
enero,Domingo,1995,Galician Caress (of Clay),6.0,6.7,0.4161
enero,Sábado,1955,Water-mirror of Granada,8.0,7.1,0.310877
diciembre,Viernes,2001,Momo,11.0,7.3,0.986673
diciembre,Lunes,2014,Ascension,41.0,6.3,2.097331
diciembre,Jueves,2014,The Interview,2340.0,6.1,14.526049
noviembre,Viernes,1970,Flap,0.0,0.0,0.541883
enero,Jueves,2015,Kingsman: The Secret Service,6069.0,7.6,28.224212
noviembre,Jueves,2013,Holidaze,16.0,4.9,2.212869
noviembre,Miércoles,2011,Madonna's Pig,1.0,2.0,0.133641
noviembre,Jueves,1973,Night Watch,9.0,6.2,1.20597
agosto,Jueves,2012,Bill Burr: You People Are All The Same,22.0,7.9,1.658407
diciembre,Miércoles,2014,Night at the Museum: Secret of the Tomb,1893.0,6.1,19.539436
diciembre,Domingo,1978,The Nativity,0.0,0.0,0.887877
abril,Sábado,2013,Teenage,9.0,7.3,1.695982
octubre,Viernes,1992,Beyond The Mind's Eye,4.0,6.0,0.016204
abril,Domingo,1961,Fire in Castilla (Tactilvision from the Moor of the Fright),9.0,7.6,0.337238
noviembre,Viernes,2008,Lunch Break,1.0,10.0,0.084113
enero,Viernes,2010,Paradox,5.0,4.0,1.585493
octubre,Jueves,2013,Special ID,45.0,5.1,4.099795
septiembre,Sábado,2006,Katt Williams: The Pimp Chronicles Pt. 1,10.0,6.4,0.951326
junio,Jueves,2013,Summer in February,37.0,5.6,10.47983
enero,Viernes,2009,Sorority Wars,70.0,6.0,11.079075
enero,Martes,1991,Bad Karma,0.0,0.0,0.00068
septiembre,Martes,2009,Fear Island,29.0,5.1,2.194041
junio,Jueves,2014,Walking on Sunshine,89.0,6.3,4.747459
abril,Viernes,1938,Heartbeat,2.0,4.8,0.139009
junio,Viernes,2005,Wheelmen,0.0,0.0,1.747824
abril,Viernes,1936,Big Brown Eyes,5.0,5.2,0.467456
enero,Domingo,1989,How Hitler Lost the War,0.0,0.0,3e-06
septiembre,Miércoles,2013,King Ordinary,19.0,6.0,1.770861
octubre,Sábado,2010,Food Stamped,1.0,5.0,0.142575
diciembre,Miércoles,2014,Goodbye to All That,27.0,5.0,2.489524
julio,Lunes,2012,The Punisher: Dirty Laundry,144.0,7.3,11.309444
marzo,Viernes,2014,Presidentintekijät,0.0,0.0,0.014121
abril,Lunes,2014,Behaving Badly,198.0,4.9,6.010463
diciembre,Viernes,2013,A Madea Christmas,35.0,7.0,4.470777
julio,Miércoles,2014,Nicholas on Holiday,120.0,5.2,6.339846
junio,Viernes,1970,The Walking Stick,1.0,10.0,0.584448
enero,Lunes,1990,The Nutcracker Prince,12.0,6.3,2.185471
agosto,Viernes,1964,Bullets Don't Argue,1.0,6.0,0.450778
septiembre,Viernes,2014,Days and Nights,9.0,4.1,5.480158
septiembre,Sábado,1981,Don't Go In the Woods,19.0,4.2,1.294959
noviembre,Lunes,2007,Pigs,22.0,4.3,4.85165
julio,Viernes,1938,Professor Beware,1.0,5.5,0.097874
octubre,Viernes,1938,"Listen, Darling",0.0,0.0,0.486031
abril,Miércoles,1963,21-87,10.0,7.9,0.897979
junio,Lunes,2013,A Viking Saga: The Darkest Day,17.0,3.5,0.06417
mayo,Domingo,2012,Thérèse,24.0,5.2,1.813362
julio,Miércoles,2010,With Love... from the Age of Reason,34.0,5.1,2.410173
abril,Martes,2008,Yonkers Joe,5.0,4.0,1.837949
agosto,Sábado,2013,A Thousand Times Good Night,39.0,7.0,3.18631
diciembre,Viernes,2000,Second Skin,6.0,4.0,0.605088
agosto,Sábado,1971,The Love Machine,2.0,3.5,0.482649
diciembre,Domingo,2005,The Lost Prince,4.0,4.8,1.072258
junio,Martes,2000,Total Western,6.0,5.9,0.236453
abril,Viernes,2011,Madea's Big Happy Family,51.0,6.7,2.503594
noviembre,Martes,1979,Bugs Bunny's Looney Christmas Tales,5.0,6.5,1.016717
diciembre,Domingo,2011,12 Dates of Christmas,56.0,5.6,7.020737
abril,Domingo,2011,The Kennedys,12.0,6.0,0.789609
octubre,Lunes,2014,Quatsch und die Nasenbärbande,1.0,5.0,0.067739
octubre,Martes,2009,Teenage Dirtbag,8.0,6.5,0.878564
noviembre,Domingo,2011,12 Wishes of Christmas,10.0,5.8,1.676886
enero,Sábado,1972,An American Hippie in Israel,2.0,5.5,0.016023
marzo,Jueves,1997,Blast,7.0,3.8,1.22525
agosto,Martes,1959,Carry On Teacher,15.0,6.9,3.180019
febrero,Lunes,1960,Carry On Constable,18.0,6.4,4.118721
febrero,Jueves,2000,Christina's House,10.0,4.1,1.305349
noviembre,Lunes,1976,The Arrival of Joachim Stiller,2.0,7.5,0.009192
mayo,Viernes,1986,Dangerously Close,3.0,4.8,0.004425
julio,Sábado,1939,Daughters Courageous,3.0,6.0,0.587828
agosto,Viernes,1992,Deceit,0.0,0.0,1.108734
junio,Miércoles,2005,Demon Hunter,7.0,5.1,1.42662
marzo,Martes,2012,Demon Hunter,4.0,3.0,0.553724
marzo,Viernes,1953,Destination Gobi,3.0,5.7,0.200945
marzo,Domingo,1987,Down Twisted,1.0,1.0,0.620626
junio,Lunes,1951,Encore,3.0,7.3,0.968603
julio,Sábado,1942,Escape from Crime,0.0,0.0,0.005536
abril,Jueves,1945,Escape in the Fog,5.0,3.0,0.530205
noviembre,Viernes,1960,Esther and the King,2.0,5.5,1.813569
enero,Jueves,1998,Evasive Action,1.0,5.0,0.098074
marzo,Jueves,1973,Even Angels Eat Beans,43.0,6.2,6.634884
agosto,Jueves,2012,Everybody Has a Plan,11.0,4.8,0.877481
octubre,Viernes,2011,Everyday Sunshine:  The Story of Fishbone,1.0,8.0,0.060696
mayo,Domingo,1933,Ex-Lady,7.0,5.6,0.542628
septiembre,Lunes,2013,Exit to Hell,2.0,4.5,0.041405
diciembre,Miércoles,2010,Exorcismus,49.0,5.3,4.535245
marzo,Sábado,2012,Eye of the Hurricane,0.0,0.0,0.471855
enero,Viernes,1975,Eyeball,11.0,6.0,1.013672
agosto,Domingo,1959,Face of Fire,2.0,6.8,0.287522
enero,Viernes,1993,Face The Music,3.0,5.2,0.165855
enero,Viernes,2010,Falling Awake,2.0,8.0,0.082905
enero,Jueves,2014,Nick Offerman: American Ham,15.0,6.8,1.234448
agosto,Lunes,2014,Lemon Tree Passage,35.0,4.4,2.254561
agosto,Viernes,2008,Stormheart,3.0,3.7,0.430867
diciembre,Viernes,2014,Seventh Son,980.0,5.2,15.297821
agosto,Jueves,2007,Gloss,6.0,3.6,0.880482
enero,Miércoles,1969,A Nest of Gentry,2.0,5.5,0.759401
enero,Sábado,1966,The Story of Asya Klyachina,6.0,3.9,1.058766
abril,Domingo,2003,Out of the Ashes,3.0,3.8,0.996542
septiembre,Martes,2005,The Prophecy: Forsaken,18.0,3.9,1.040221
octubre,Miércoles,2014,National Gallery,12.0,7.3,1.09479
septiembre,Jueves,2013,The 7th Floor,57.0,5.8,4.015585
septiembre,Viernes,1999,"Rakkaudella, Maire",0.0,0.0,0.001177
diciembre,Jueves,2013,Heatstroke,35.0,5.2,5.707479
enero,Jueves,2013,The Wait,11.0,4.6,1.315002
septiembre,Viernes,2011,Munger Road,11.0,4.4,0.993127
abril,Miércoles,2012,Myn Bala: Warriors of the Steppe,5.0,6.6,2.267594
septiembre,Miércoles,2011,Alyce Kills,35.0,5.8,3.521225
diciembre,Lunes,1996,Little Witches,7.0,4.4,1.531474
enero,Lunes,2013,The Haunting of Helena,26.0,4.8,2.057244
febrero,Viernes,2010,Alice in Murderland,5.0,2.2,0.678476
abril,Viernes,2012,Elfie Hopkins,13.0,5.5,1.134073
abril,Martes,1979,The Evictors,9.0,6.5,1.385336
diciembre,Miércoles,2011,On the Ice,10.0,7.0,0.919294
agosto,Lunes,1971,The Case of the Scorpion's Tail,14.0,7.0,5.913654
noviembre,Sábado,2013,Let It Snow,10.0,5.3,1.643516
diciembre,Domingo,2005,Chasing Christmas,6.0,5.0,1.049631
junio,Sábado,2012,Piranhaconda,16.0,3.8,6.607263
diciembre,Miércoles,2014,Corner Gas: The Movie,17.0,5.6,0.994222
septiembre,Martes,1974,Charleston,1.0,0.5,0.077444
julio,Domingo,2014,Common,14.0,6.4,1.113581
septiembre,Viernes,1948,Woman of Antwerp,1.0,6.0,0.368717
noviembre,Miércoles,1989,Love Without Pity,2.0,8.0,0.002317
enero,Viernes,2012,Ethel,0.0,0.0,0.023001
noviembre,Sábado,1926,Exit Smiling,2.0,8.5,0.202315
julio,Miércoles,2013,Fanny,25.0,6.3,2.189812
agosto,Viernes,1952,Fearless Fagan,1.0,10.0,0.351728
marzo,Martes,1998,FernGully 2: The Magical Rescue,12.0,4.8,1.273338
junio,Jueves,1947,Fiesta,1.0,4.0,0.329837
octubre,Lunes,1977,Fight for Your Life,17.0,5.7,1.233805
febrero,Sábado,1976,Fighting Mad,3.0,5.5,0.094378
abril,Jueves,2013,Filthy Gorgeous: The Bob Guccione Story,5.0,5.8,1.076442
junio,Viernes,2001,Final,9.0,6.0,1.117728
noviembre,Miércoles,2012,Family Way,24.0,6.4,1.513933
diciembre,Jueves,2001,Miss Minoes,21.0,6.5,3.642711
diciembre,Domingo,2005,Crazy for Christmas,3.0,5.0,0.696355
agosto,Viernes,1970,Arizona Colt Returns,0.0,0.0,0.078435
abril,Jueves,1973,Giovannona Long-Thigh,9.0,5.7,1.992836
agosto,Miércoles,1973,The Violent Professionals,4.0,6.0,0.542048
enero,Jueves,1975,Gambling City,0.0,0.0,0.001435
abril,Sábado,1975,Silent Action,0.0,0.0,0.000783
agosto,Martes,1975,The Suspicious Death of a Minor,2.0,6.5,0.896633
agosto,Sábado,1977,A Man Called Blade,5.0,7.0,2.114454
mayo,Martes,1978,The Mountain of the Cannibal God,18.0,5.7,1.917511
enero,Jueves,1979,Island of the Fishmen,13.0,6.6,1.273167
junio,Miércoles,1979,"Saturday, Sunday and Friday",3.0,4.7,0.113966
noviembre,Sábado,1979,The Great Alligator,3.0,2.7,0.481113
enero,Viernes,1982,Don't Play with Tigers,13.0,5.3,1.874153
septiembre,Viernes,1982,The Scorpion with Two Tails,4.0,3.5,0.470938
diciembre,Jueves,1983,Se tutto va bene siamo rovinati,0.0,0.0,9.4e-05
febrero,Miércoles,1983,"Acapulco, prima spiaggia... a sinistra",3.0,7.8,0.007963
marzo,Miércoles,1986,Hands of Steel,17.0,4.9,1.030584
diciembre,Viernes,1989,Casablanca Express,1.0,4.0,0.000308
enero,Domingo,1995,The Fishmen and Their Queen,0.0,0.0,0.003708
enero,Viernes,2008,L'allenatore nel pallone 2,42.0,4.1,1.773828
enero,Lunes,1984,Solomon Northup's Odyssey,0.0,0.0,0.361012
abril,Lunes,1993,Class of '61,0.0,0.0,0.273414
abril,Sábado,1995,Sharpe's Gold,11.0,6.9,1.13192
abril,Miércoles,1995,Sharpe's Battle,11.0,7.0,1.577834
abril,Miércoles,1995,Sharpe's Sword,12.0,7.0,1.26878
mayo,Miércoles,1993,Sharpe's Eagle,17.0,6.0,1.683858
agosto,Martes,2003,Back to School with Franklin,1.0,10.0,0.040437
enero,Martes,1929,The New Babylon,1.0,5.0,0.074347
diciembre,Martes,2014,Let's Kill Ward's Wife,76.0,5.5,10.224446
noviembre,Martes,1966,The Magnificent Trio,6.0,6.8,0.341629
diciembre,Martes,2013,Force of Execution,34.0,5.1,2.151259
mayo,Viernes,2012,Kaksparsh,1.0,8.0,0.085867
noviembre,Viernes,2014,A Merry Friggin' Christmas,68.0,4.7,14.921478
abril,Sábado,2014,Ask Me Anything,158.0,5.5,4.977232
junio,Miércoles,1974,Three the Hard Way,7.0,6.6,0.468913
noviembre,Miércoles,1991,"Silent Night, Deadly Night 5: The Toy Maker",11.0,5.1,1.240357
noviembre,Jueves,1959,Santa Claus,12.0,1.6,1.248299
abril,Miércoles,1991,In the Eyes of the World,3.0,6.5,0.117314
abril,Sábado,2012,Fame High,3.0,6.0,0.31724
mayo,Viernes,1986,Fire with Fire,7.0,4.4,0.812368
enero,Jueves,2009,Fireball,11.0,4.6,0.739991
noviembre,Jueves,1935,First a Girl,5.0,6.5,0.418695
agosto,Viernes,2007,Fishtales,2.0,4.0,0.964715
abril,Miércoles,1967,Fitzwilly,7.0,5.7,2.168226
octubre,Martes,2012,Hotel Noir,17.0,5.6,5.600473
noviembre,Jueves,2014,Jauja,37.0,7.0,3.605278
septiembre,Viernes,2014,The Grump,7.0,7.6,2.681279
agosto,Viernes,2014,Summertime,5.0,4.6,0.358817
agosto,Viernes,2014,Boy Upside Down,1.0,7.0,0.023784
diciembre,Viernes,2012,The Forest,3.0,6.3,0.497835
noviembre,Viernes,2014,The Swedish Moment,1.0,6.0,0.055159
agosto,Martes,2014,Raspberry Boat Refugee,4.0,6.0,1.035143
junio,Lunes,2007,"Girl, Positive",3.0,4.3,1.442375
junio,Viernes,2011,Beauty Day,7.0,6.6,0.760027
febrero,Viernes,2013,Everything I Can See From Here,1.0,4.0,0.045882
septiembre,Sábado,2011,Hotarubi no Mori e,105.0,8.0,0.005007
diciembre,Viernes,2014,Annie,472.0,6.0,13.275529
febrero,Jueves,1964,Castle of Blood,11.0,7.5,0.684865
diciembre,Jueves,2014,PK,262.0,7.7,12.58752
diciembre,Martes,1970,The Devil's Widow,1.0,6.0,0.912847
junio,Jueves,2013,Mirage Men,3.0,5.0,0.686142
septiembre,Viernes,2013,Boats,2.0,3.5,0.104465
septiembre,Viernes,2013,Final: The Rapture,4.0,4.6,0.32926
octubre,Sábado,2014,Finders Keepers,60.0,4.6,2.814458
enero,Lunes,1962,Five Weeks in a Balloon,6.0,6.2,0.386074
agosto,Martes,1922,Flesh and Blood,0.0,0.0,0.024602
junio,Jueves,2011,Flesh Wounds,6.0,3.0,0.748749
diciembre,Sábado,1934,Flirtation Walk,2.0,2.5,0.323876
enero,Jueves,2004,Sansa,1.0,5.0,0.056129
junio,Viernes,2012,Foodfight!,28.0,2.3,6.693589
febrero,Lunes,1949,Forbidden,1.0,7.0,0.233108
diciembre,Miércoles,1953,Forbidden,4.0,6.3,0.231607
enero,Sábado,2000,Forever Lulu,6.0,5.1,1.899016
mayo,Viernes,2011,Forget Me Not,9.0,5.5,1.733993
mayo,Jueves,1958,Fort Massacre,3.0,5.3,0.126986
marzo,Sábado,1953,Fort Vengeance,0.0,0.0,0.021966
julio,Sábado,1951,Fort Worth,0.0,0.0,0.001489
mayo,Martes,2005,Shaka Zulu: The Last Great Warrior,3.0,5.3,0.327513
marzo,Viernes,1944,Four Jills in a Jeep,1.0,7.0,0.195853
diciembre,Lunes,1939,Four Wives,0.0,0.0,0.174601
mayo,Domingo,1947,Framed,8.0,6.3,0.546214
julio,Miércoles,1961,Francis of Assisi,6.0,6.2,0.791888
abril,Sábado,1995,Frank & Jesse,3.0,6.7,0.982153
agosto,Viernes,1983,Get Crazy,4.0,8.4,0.584128
julio,Miércoles,2014,America: Imagine the World Without Her,35.0,5.4,1.313952
octubre,Viernes,2013,Symphony of the Soil,1.0,10.0,0.047271
noviembre,Viernes,2013,Another Me,77.0,4.7,5.203937
enero,Viernes,1971,Bang Bang,2.0,7.5,0.000578
enero,Martes,2002,Now You Know,5.0,5.7,0.207584
agosto,Jueves,2014,Rocks in my Pockets,5.0,9.4,0.829203
noviembre,Jueves,2013,Daughters of Dolma,0.0,0.0,0.018143
noviembre,Sábado,2009,My Rainy Days,25.0,6.9,2.034642
junio,Miércoles,2014,Bird People,44.0,5.2,2.221776
enero,Sábado,2013,It Felt Like Love,20.0,5.4,1.342329
marzo,Viernes,1966,Eye for an Eye,1.0,5.0,0.118931
enero,Miércoles,2014,Miss Granny,33.0,7.0,2.057505
noviembre,Lunes,1936,Intermezzo,3.0,5.5,0.745522
mayo,Viernes,1938,Joy of Living,1.0,6.0,0.041484
diciembre,Jueves,2013,Drishyam,23.0,8.1,1.908761
diciembre,Viernes,2012,Gloriously Wasted,5.0,5.2,0.632621
mayo,Viernes,2002,Thunderpants,15.0,4.6,1.452692
diciembre,Sábado,1973,That Man Bolt,2.0,5.8,0.047005
junio,Lunes,1966,Island of Terror,27.0,5.5,2.500601
diciembre,Miércoles,2012,Moon Man,9.0,6.8,1.211827
septiembre,Viernes,1989,The Fountain,2.0,4.5,0.004948
septiembre,Martes,2008,Foreign Exchange,6.0,3.7,1.698566
enero,Lunes,2013,FrackNation,7.0,6.3,0.382339
julio,Viernes,2013,Louis Cyr : The Strongest Man in the World,10.0,6.0,2.000605
marzo,Domingo,2011,Natural Selection,8.0,6.0,0.416296
diciembre,Viernes,2014,Comet,150.0,6.8,6.93232
marzo,Sábado,1930,Free and Easy,3.0,4.3,0.984917
octubre,Jueves,2013,Free Ride,19.0,5.4,2.876327
septiembre,Sábado,1998,Freedom Strike,4.0,4.8,0.495828
diciembre,Jueves,1975,Friday Foster,13.0,5.8,1.05356
febrero,Lunes,2014,From Above,2.0,0.5,0.371546
enero,Jueves,2009,From Time to Time,24.0,6.2,5.03926
julio,Jueves,1935,Front Page Woman,2.0,6.8,0.698276
enero,Viernes,1998,Futuresport,18.0,4.5,2.673038
marzo,Sábado,1934,Gambling Lady,4.0,4.8,1.200342
septiembre,Domingo,1996,Gang in Blue,1.0,6.0,0.652515
junio,Lunes,1983,A Summer in St. Tropez,4.0,5.8,1.353097
octubre,Viernes,1984,Garbo Talks,8.0,6.2,0.871504
septiembre,Domingo,2007,Garfield Gets Real,27.0,5.3,3.190551
agosto,Sábado,2008,Garfield's Fun Fest,13.0,5.1,1.304562
febrero,Sábado,2007,George Lopez: America's Mexican,1.0,10.0,0.534723
julio,Martes,2012,"George Lopez: It's Not Me, It's You",2.0,6.3,0.810568
agosto,Domingo,2009,"George Lopez: Tall, Dark & Chicano",2.0,4.3,1.267411
mayo,Martes,1962,Geronimo,6.0,4.1,0.400573
enero,Martes,1985,Cheech & Chong Get Out of My Room,12.0,5.2,4.61363
diciembre,Viernes,1964,Get Yourself a College Girl,0.0,0.0,0.003038
abril,Jueves,2007,Ghost Son,6.0,3.5,0.783219
enero,Domingo,2013,Ghost Team One,22.0,4.9,6.136155
diciembre,Jueves,2014,The Invisible Boy,170.0,6.0,4.349915
febrero,Miércoles,2004,The 11 Commandments,93.0,5.3,4.774788
marzo,Miércoles,2015,Chappie,3124.0,6.6,30.206365
septiembre,Viernes,2012,Partysaurus Rex,81.0,7.4,6.066171
enero,Domingo,2012,The Legend of Mor'du,18.0,5.9,3.785848
diciembre,Martes,2014,Toy Story That Time Forgot,249.0,6.8,8.609555
diciembre,Viernes,2013,Implanted,5.0,4.3,0.477036
septiembre,Sábado,2014,The Salt of the Earth,146.0,8.1,5.154091
enero,Jueves,1988,"No Retreat, No Surrender 2: Raging Thunder",10.0,5.2,0.699608
noviembre,Viernes,2008,Vincent: A Life in Color,0.0,0.0,0.004988
octubre,Lunes,1956,Lille Fridolf Och Jag,2.0,6.0,0.113747
noviembre,Jueves,1972,The Call of the Wild,11.0,6.8,1.023079
diciembre,Lunes,1951,Hotel Sahara,1.0,7.0,0.532447
abril,Sábado,1950,Double Confession,4.0,6.3,0.200896
diciembre,Domingo,1956,Three Men in a Boat,2.0,6.5,0.276287
agosto,Martes,1957,Across the Bridge,4.0,5.3,0.438243
noviembre,Lunes,1961,The Hellions,2.0,3.3,0.661806
enero,Miércoles,1968,The Biggest Bundle of Them All,3.0,9.5,0.526755
noviembre,Lunes,2013,A Master Builder,7.0,6.2,0.862858
marzo,Sábado,2014,The Snow White Murder Case,15.0,6.1,2.940222
octubre,Jueves,2013,Gimme Shelter,90.0,6.4,5.636855
abril,Miércoles,1965,Girl Happy,7.0,5.8,0.824304
marzo,Domingo,2002,Big Shot: Confessions of a Campus Bookie,3.0,5.3,0.11926
marzo,Miércoles,2012,Girls Gone Dead,14.0,3.5,2.181036
mayo,Viernes,2011,Go for It!,5.0,4.6,1.029916
diciembre,Viernes,1933,Going Hollywood,2.0,4.0,0.196363
junio,Sábado,1938,Gold Diggers in Paris,1.0,5.0,0.715602
marzo,Viernes,2011,Harvest,2.0,5.0,0.966593
abril,Viernes,1939,Zenobia,2.0,2.5,0.397468
junio,Martes,1965,Zebra in the Kitchen,1.0,5.0,0.132194
junio,Viernes,2013,Jim Breuer: And Laughter for All,0.0,0.0,0.219048
enero,Sábado,2005,How to Eat Your Watermelon in White Company (and Enjoy It),0.0,0.0,0.050135
diciembre,Jueves,2012,In Vogue: The Editor's Eye,6.0,7.3,1.096709
abril,Jueves,2013,Savannah,7.0,5.9,1.663204
septiembre,Jueves,2012,3 Simoa,0.0,0.0,0.018845
agosto,Sábado,2014,The Fool,36.0,8.1,2.382734
junio,Domingo,2008,The Disappeared,1.0,5.0,0.379198
noviembre,Jueves,2012,The Dark Matter of Love,9.0,6.5,0.815851
agosto,Viernes,2012,Out Of The Clear Blue Sky,5.0,7.5,0.298574
mayo,Sábado,1976,The Call of the Wild,0.0,0.0,0.160044
diciembre,Martes,2014,Taken 3,2225.0,6.1,18.081483
enero,Martes,2015,Blackhat,842.0,5.1,14.932368
abril,Miércoles,2012,Tiger Eyes,14.0,5.5,1.731435
abril,Domingo,1951,Santa Fe,6.0,5.8,0.884982
mayo,Jueves,1984,Memed My Hawk,1.0,5.0,0.008673
febrero,Viernes,1939,Let Freedom Ring,1.0,6.0,0.809578
enero,Jueves,2004,Home of the Brave,0.0,0.0,0.660996
noviembre,Sábado,1989,City Cops,5.0,7.5,0.085889
septiembre,Sábado,1956,Miami Exposé,2.0,5.0,0.121358
enero,Jueves,2015,Beck 27 - Rum 302,7.0,6.4,0.566619
abril,Lunes,2005,Odd Girl Out,24.0,5.0,1.400182
enero,Viernes,1926,By the Law,4.0,7.5,0.375273
octubre,Lunes,2008,Queen Sized,7.0,3.6,1.089673
abril,Viernes,2002,Tru Confessions,10.0,5.7,0.573647
septiembre,Jueves,1960,All The Fine Young Cannibals,2.0,4.5,0.315493
diciembre,Viernes,2014,Headfirst,1.0,6.0,0.071156
diciembre,Viernes,2014,"Eila, Rampe ja Likka",2.0,5.3,0.239708
enero,Viernes,1971,Lady Liberty,0.0,0.0,0.668865
septiembre,Domingo,1959,Night Train,14.0,6.3,2.230891
junio,Jueves,1965,Jump,2.0,7.0,0.364454
febrero,Viernes,2014,Korso,5.0,5.4,0.190927
septiembre,Jueves,2007,Nocturna,18.0,5.5,1.7564
octubre,Jueves,2014,Son of a Gun,284.0,6.1,12.756464
enero,Viernes,1942,The Land,0.0,0.0,0.021544
marzo,Viernes,1925,Grass: A Nation's Battle for Life,4.0,8.0,0.19921
mayo,Miércoles,1965,War-Gods of the Deep,16.0,4.8,1.363235
abril,Martes,1956,That Naughty Girl,1.0,5.0,0.331038
noviembre,Viernes,1969,The Vixen,4.0,6.1,0.31337
enero,Lunes,1968,The Big Shave,47.0,6.9,2.116885
enero,Martes,1963,What's a Nice Girl Like You Doing in a Place Like This?,9.0,6.1,0.612494
junio,Martes,2015,Terminator Genisys,3677.0,5.8,30.188198
agosto,Viernes,1997,Bad Day on the Block,8.0,5.4,1.122814
enero,Lunes,1909,Those Awful Hats,7.0,6.1,0.680925
diciembre,Domingo,2009,Robin Williams: Weapons of Self Destruction,16.0,7.5,2.174557
enero,Martes,2012,John Mulaney: New In Town,27.0,8.0,1.53828
diciembre,Lunes,1959,Come Dance with Me!,3.0,6.3,0.693065
